Protein	14F	14F	17F	23M	25M	28M	36M	37M	39M	43M	44M	45F	45M	47M	48M	49F	50F	52F	59M	66M
Q96FN5		492763.0			1731780.0				153377000.0			972369.0	20628600.0				87309900.0			
Q96FN9	5109970.0	8164780.0	4742490.0	8875270.0	3625960.0	1702870.0			1130930.0	3896530.0	5968980.0	2904840.0	1943020.0	19220800.0	2404260.0	6780070.0	7225900.0	2134420.0	4901060.0	4026690.0
Q96FQ6	17753700.0	44752900.0	18926200.0	22624900.0	27370300.0	71025600.0	25859900.0	27360200.0	15459800.0	17026600.0	33934900.0	25805300.0	15451700.0	30954900.0	16228600.0	19183400.0	20400700.0	29976700.0	53547700.0	32904300.0
Q96FS4	40343200.0	76924100.0	28313800.0	77619700.0	73022200.0	58740700.0	85107200.0	82059300.0	66239700.0	50230900.0	68073500.0	48721500.0	16181200.0	77481700.0	46013600.0	62806900.0	78297100.0	76892600.0	29767500.0	56305900.0
Q96FT9	99496.9	379893.0	266730.0	3639.42	4538.04	10712.2							1744750.0	170645.0				525099.0	10802.1	
Q96FV2	59408000.0	61105500.0	49573000.0	47446000.0	38635300.0	40213600.0	59119400.0	19611000.0	32078400.0	60788500.0	48780900.0	57912400.0	46688800.0	55541600.0	26569400.0	34214900.0	40781100.0	72806600.0	45374800.0	36469200.0
Q96FV9	79856200.0	7934540.0	107561000.0	948424000.0	12370700.0	404415000.0	73358200.0	23182300.0	41611400.0	28369300.0	599438000.0	305225000.0	27654900.0	227533000.0	93694200.0	23068700.0	36187400.0	925487000.0	818210000.0	6231770.0
Q96FW1	60976900.0	55981900.0	47668800.0	55249600.0	49249700.0	111590000.0	71625000.0	67156400.0	62770400.0	65025600.0	61470500.0	78731500.0	62929100.0	74123400.0	40480900.0	83532600.0	87493300.0	69839400.0	65554300.0	51116300.0
Q96FX2	180224000.0	12832600.0	10428700.0	14063300.0	5911310.0	49814000.0	162746000.0	94557700.0	102526000.0	108735000.0	6139550.0	150154000.0	138659000.0	45172800.0	157294000.0	112259000.0	85041300.0	8484820.0	30282200.0	34542300.0
Q96FX7	2093090.0	8828320.0	5044700.0	13561700.0		11634200.0	34982.9	552694.0	807032.0	702381.0	24942.9	138840000.0	285853.0	10832900.0	1183290.0	994769.0	264758.0	2711650.0	7385460.0	3703560.0
Q96FX8	3557990.0	965092.0	334948.0	33799.9	3785740.0	2110730.0	1348800.0	5979720.0	732647.0	943608.0	938480.0	2846710.0	1781490.0	2939050.0	3884910.0	3279350.0	1467930.0	1002810.0	4607930.0	8321470.0
Q96FZ2	2124520.0	8143800.0	14203500.0	693835.0	8844730.0	44021300.0	36439500.0	431998.0	4221440.0	11973700.0	4302500.0	2473830.0	4303580.0	21687800.0	4296820.0	6185170.0	2590820.0	41569800.0	45303600.0	23112800.0
Q96FZ5		1183850.0				4356650.0				1559040.0								1804490.0	1413470.0	
Q96FZ7	37400600.0	37182300.0	31503100.0	44251400.0	29889900.0	38232500.0	31812900.0	28256700.0	18925100.0	32911000.0	36409600.0	27994300.0	31225300.0	44767500.0	29411100.0	29117900.0	24641000.0	33119000.0	30044200.0	40469100.0
Q96G03	82458900.0	125193000.0	91931500.0	50340900.0	106943000.0	86492400.0	83100600.0	64640800.0	58370300.0	78710800.0	87740600.0	83162000.0	54831600.0	156643000.0	58358500.0	84823700.0	70505700.0	360320000.0	93375700.0	54139700.0
Q96G04				12480.2		21505800.0						1198860.0				1817770.0			493548.0	
Q96G21	8074760.0	2647540.0	2478400.0	7006490.0	4955220.0	5001400.0	6121750.0	13188200.0	2748880.0	4276540.0	4578890.0	6596190.0	36012200.0	5362170.0	4843420.0	6405050.0	4260600.0	4458360.0	6874330.0	6746540.0
Q96G23	213278000.0	235983000.0	206349000.0	247380000.0	177489000.0	269843000.0	200136000.0	223051000.0	117128000.0	187691000.0	149667000.0	117011000.0	151208000.0	228691000.0	250667000.0	179172000.0	161359000.0	204579000.0	253236000.0	193012000.0
Q96G25	2711910.0	1148980.0	1933840.0	1108900.0	1684740.0	1126060.0	1404820.0	2216620.0	6835150.0	1130460.0		2276660.0	5296560.0	1695480.0	2386440.0	3225950.0	2712280.0	797264.0	1877210.0	1641450.0
Q96G28						927333.0						336415.0		700791.0				3413420.0		
Q96G46	38061400.0	30847600.0	35112200.0	28689600.0	35271100.0	63537300.0	1740640.0	63590500.0	4574750.0	8151030.0	37695300.0	51897400.0	6738940.0	46751400.0	16737100.0	49452400.0	28746100.0	59755700.0	55818200.0	49565200.0
Q96G74	13522.2	7458.22			9303.13	23715.1		17474.3				14906.2	12520.1						376656.0	5588740.0
Q96G97	4825980.0	6267120.0	5221580.0	3452680.0	5957340.0	7796290.0	4277870.0	4601150.0	778351.0	1788870.0	8105380.0	6102630.0	2236610.0	4935120.0	2819270.0	4933770.0	4276860.0	4669160.0	23520500.0	18014400.0
Q96GA3	2486380.0	2695020.0	2261090.0	2941580.0	902113.0	1463900.0	8040660.0	3419340.0	4081080.0	1816430.0	2284710.0	8688980.0	6785810.0	5733600.0	4094400.0	380737.0	3848690.0	9487590.0	12231700.0	3716100.0
Q96GA7	43249200.0	90062900.0	91554000.0	115896000.0	87818400.0	81071300.0	41344300.0	117320000.0	47427100.0	46254900.0	83085200.0	43200800.0	31512200.0	124047000.0	59901800.0	26986100.0	51062100.0	78515600.0	113946000.0	100894000.0
Q96GC5	15498700.0	10353900.0	21073200.0	13136200.0	9546970.0	21255100.0	5047260.0	6272770.0	12823000.0	10708000.0	10620600.0	13798200.0	10197300.0	18837000.0	19303800.0	23108600.0	14935300.0	18127800.0	16885900.0	13965500.0
Q96GC9	26290200.0	22032500.0	16483400.0	14774100.0	8571840.0	27985500.0	21938000.0	22748100.0	6607480.0	18457600.0	15452700.0	24829100.0	16803700.0	20195000.0	23115300.0	17785100.0	10555500.0	23101100.0	15867600.0	14384400.0
Q96GD0	24210300.0	37977300.0	29407400.0	25774800.0	26859200.0	55414600.0	24533100.0	21221200.0	19887500.0	27210300.0	40159400.0	27132500.0	21579600.0	52820900.0	16914000.0	27914000.0	28711700.0	55166000.0	39088900.0	52151100.0
Q96GE6	8426580.0	12776000.0	4781650.0	2102380.0	6689120.0	7384730.0	9587650.0	810482.0	15506400.0	17507800.0	11311600.0	18589500.0	10519800.0	8426410.0	28735800.0	11112400.0	8824030.0	17240700.0	11259200.0	10146500.0
Q96GE9	22014500.0	10447200.0	1011040.0	6127100.0		14478000.0	10194100.0	19937900.0	24832800.0	24074700.0	15717700.0	21848600.0	29714400.0	13657400.0	28039500.0	17420900.0	12958000.0	6225730.0	10484000.0	17956600.0
Q96GF1	10547500.0	8718350.0	11803500.0	12718100.0	7310890.0	8672210.0	8796350.0	7790460.0	2396000.0	8377330.0	10123300.0	10415600.0	12718800.0	11286300.0	7568800.0	9062750.0	6437700.0	13177400.0	12503100.0	11780300.0
Q96GG9	39822900.0	63204100.0	41743700.0	43231200.0	31423300.0	92335000.0	42636100.0	21721300.0	42701900.0	34168000.0	79839800.0	35737600.0	41950500.0	34988400.0	41187000.0	37547900.0	41096600.0	46997600.0	58643600.0	43595100.0
Q96GI7				20226.7															41551.2	
Q96GJ1		5883.6			852389.0								329282.0				6510.12			17072.8
Q96GK7	220754000.0	271818000.0	269850000.0	222382000.0	244386000.0	167440000.0	317820000.0	209489000.0	222820000.0	287826000.0	296724000.0	217753000.0	193473000.0	254115000.0	218863000.0	282555000.0	284545000.0	263518000.0	243942000.0	221872000.0
Q96GM5	4251450.0	1008790.0	28796600.0	10066.7	1387730.0	1826760.0	79963900.0	66699900.0	28207900.0	39906100.0	1966360.0	62467600.0	19255800.0	1915590.0	22831300.0	13741800.0	11375000.0	19207900.0	4763920.0	1063600.0
Q96GM8	7729760.0	3226420.0	4432350.0	2436580.0	1198280.0	5890880.0	4938490.0	3053320.0	11565900.0	5391370.0	4560480.0	4036060.0	6446650.0	1569590.0	20029500.0	2012390.0	6120070.0	7777810.0	5180320.0	3604100.0
Q96GP6														3285.72				4848.53		
Q96GQ5	150649000.0	73119700.0	155699000.0	86295200.0	91629000.0	129479000.0	188916000.0	86288800.0	95925100.0	49574000.0	172383000.0	274136000.0	104085000.0	205117000.0	44290400.0	32470100.0	70200800.0	61138300.0	116552000.0	105317000.0
Q96GQ7	85773600.0	59579000.0	58323000.0	77415700.0	61383200.0	81843100.0	5553360.0	143123000.0	6006260.0	22445300.0	68975000.0	27835700.0	13624000.0	526282000.0	11545200.0	19745000.0	14489200.0	48262800.0	70256300.0	745793000.0
Q96GR4													1188270.0		23706.5					
Q96GS4	23364100.0	2870740.0	78445200.0	11026900.0	80770600.0	63212300.0	31572600.0	23720300.0	21871400.0	20778100.0	6984840.0	13163800.0	13122200.0	15953000.0	55047300.0	18953900.0	40675400.0	6231520.0	18821800.0	21866500.0
Q96GS6						32485.3														
Q96GW7																				41897200.0
Q96GW9	12370900.0	10201100.0	13074900.0	19402700.0	14267000.0	19821300.0	9698020.0	16174700.0	7610930.0	10852100.0	15354400.0	11464300.0	10239900.0	14890000.0	11009400.0	7009620.0	7773830.0	15062000.0	27705700.0	10833700.0
Q96GX2		21985200.0		31377900.0	37170600.0	3366890.0	2132610.0	1019660.0		2351290.0	37603800.0	80597500.0		32713500.0		5427200.0	43960800.0	32334200.0		
Q96GX9	67770000.0	134640000.0	12983000.0	29749700.0	19395700.0	109693000.0	21681300.0	41250900.0	36126300.0	32223400.0	13481400.0	21285400.0	45785400.0	20547600.0	38880400.0	43548500.0	75459400.0	20780300.0	12106200.0	10465100.0
Q96GZ6	5397790.0	2306000.0	1458940.0	7469020.0	1709260.0	1734660.0	17540500.0	4568750.0	1050730.0	2605460.0	2565190.0	15351600.0	4464080.0	2248730.0	6120050.0	2103490.0	3599950.0	8596050.0	6396890.0	15167600.0
Q96H15				201261.0	14853800.0	5466400.0										13032.6				21649.8
Q96H20	23245800.0	135316000.0	63376700.0	85345700.0	111634000.0	76208800.0	23692800.0	27460000.0	25562400.0	18905700.0	25944700.0	49230000.0	23636100.0	22368500.0	24757700.0	42541300.0	32171400.0	61534500.0	91443700.0	88092200.0
Q96H40																			352025.0	
Q96H55	21339500.0	16595700.0	9694020.0	1729010.0	15916500.0	16372300.0	36221000.0		43871700.0	1235640.0	23681700.0	94400600.0	110204000.0	22724500.0	536007.0	38805500.0	61356900.0	9812580.0	19791400.0	434204.0
Q96H72															2791530.0					
Q96H78	61254300.0	2333850.0	41678400.0	18611000.0	45895900.0	12877400.0	54094900.0	23483600.0	94746900.0	24509000.0	20975900.0	19843200.0	138539000.0	39276100.0	30854100.0	12118400.0	13192800.0	19229300.0	18139400.0	16199500.0
Q96H79	2152510.0	332910.0	3629540.0	1689960.0	3709310.0	3077240.0	885654.0	1506520.0	1220940.0	33495.1	5993120.0	10598100.0	526143.0	2055180.0	6981.5	5190650.0	6160500.0	8459100.0	6332090.0	7089080.0
Q96H96	1842710.0	348181.0	312899.0	109600.0	141690.0	685863.0	4536680.0	2120450.0	2821780.0	1154100.0	342837.0		1303040.0	1172740.0	1294700.0	2076560.0	566122.0	1384290.0	9132080.0	898254.0
Q96HA1																2562190.0				
Q96HA8		10458.0							12857.6									258284.0		315727.0
Q96HA9	17199500.0	27686300.0	20799100.0	18502900.0	13432000.0	7328200.0	38349800.0	38084100.0	36991800.0	84090400.0	18372600.0	17631700.0	38366900.0	19683400.0	78531300.0	10634800.0	8438600.0	13460400.0	7487410.0	28220400.0
Q96HC4	215459000.0	501581000.0	485509000.0	117284000.0	150692000.0	255513000.0	123243000.0	92075100.0	307738000.0	214286000.0	266013000.0	134417000.0	100031000.0	855609000.0	544393000.0	165584000.0	179263000.0	117375000.0	164810000.0	310175000.0
Q96HD1	9012060.0	11405600.0	9354640.0	14934300.0	13713100.0	15586400.0	6427960.0	16381000.0	9923870.0	9569080.0	24631400.0	9522150.0	9790200.0	15827800.0	14300600.0	9457760.0	7104880.0	17466500.0	15079800.0	15245300.0
Q96HD9	14532600.0	29605500.0	120529000.0	38371700.0	24978500.0	23139300.0	14412500.0	1316360.0	19883000.0	14501000.0	25818100.0	31529000.0	22377200.0	24523000.0	7496450.0	37610800.0	15408200.0	40801900.0	14365500.0	35384100.0
Q96HE7	70204800.0	55056000.0	62755200.0	84919400.0	90373100.0	138508000.0	68953900.0	124331000.0	60237500.0	53058900.0	57276600.0	59599200.0	81289400.0	97915400.0	71765600.0	54675000.0	80229600.0	107608000.0	140738000.0	154855000.0
Q96HE9		21068.7																		
Q96HH6	15630500.0			8430140.0	9159790.0	8168330.0	9100050.0			24188300.0	4908420.0		47916700.0	4892930.0	13080600.0	14597900.0	10696600.0	7956970.0	8451770.0	10084500.0
Q96HH9		658915.0		4085390.0	18680.4				2038120.0	5048830.0	13627.4		2260290.0	431766.0		452066.0	854578.0			386013.0
Q96HJ9	19533000.0	37230100.0	38787000.0	48536800.0	36199700.0	32677400.0	15398600.0	41098100.0	32752300.0	19505700.0	50853200.0	18224300.0	23768900.0	52256300.0	24259200.0	14024700.0	22669400.0	45586900.0	30020700.0	34416700.0
Q96HN2	11195000.0	11803500.0	8542100.0	10719700.0	8107580.0	10063800.0	13253100.0	24326900.0	6553870.0	7683700.0	9951610.0	10621500.0	6270340.0	9111400.0	11855300.0	9312790.0	9018550.0	56069200.0	10403700.0	44306900.0
Q96HP0	20593400.0	30024300.0	7131680.0	937369.0	2123370.0	19522700.0	60753600.0	81607100.0	22495800.0	17095300.0	4523780.0	18263600.0	6273300.0	21239700.0	21168000.0	129929000.0	22220800.0	12254100.0	10443200.0	1747600.0
Q96HP4	12399900.0	15385400.0	8787290.0	10876600.0	9581030.0	14289700.0	14228900.0	14960800.0	18599400.0	12152300.0	16437900.0	27548600.0	11907500.0	15495800.0	16782100.0	10953900.0	11631600.0	15447000.0	16482700.0	11567800.0
Q96HP8	14750200.0	3666880.0	19071000.0	10443800.0	8131450.0	20687300.0	2639150.0	14504400.0	4084560.0	4077890.0	12045100.0	9456440.0	6308280.0	17778500.0	5561010.0	5076780.0	8889160.0	9103650.0	22714300.0	11556500.0
Q96HQ2	5805940.0	1355720.0	48646.6			1476520.0		3473650.0	216836.0		521333.0	4938650.0	2093940.0	30784.1	3695370.0	2502070.0	1527600.0	2838490.0	448201.0	1980110.0
Q96HR3			783416.0			2694400.0								7353080.0					2528950.0	
Q96HR9	469652000.0	625843000.0	485504000.0	641723000.0	637098000.0	329903000.0	575745000.0	384053000.0	388227000.0	543767000.0	674907000.0	524691000.0	442348000.0	662161000.0	451518000.0	510652000.0	499398000.0	624083000.0	734104000.0	520149000.0
Q96HS1	85092500.0	60368000.0	70967500.0	89300500.0	71974400.0	91446200.0	87902100.0	101212000.0	57099400.0	71620300.0	104322000.0	78828100.0	78062900.0	87379600.0	79356700.0	68880800.0	62487300.0	96148600.0	113545000.0	86766300.0
Q96HU1					18219.0	909717.0														
Q96HV5	16405100.0	587527.0	8140900.0	6700660.0	4608270.0	167094000.0	11186000.0	11226700.0	16238100.0	14562900.0	6661440.0	11405600.0	18712000.0	5511450.0	9125520.0	15396800.0	13455500.0	5228260.0	3293170.0	8284910.0
Q96HW7	102540000.0	19681900.0	13242100.0	5049420.0	10639100.0	37621000.0	9999450.0	7060240.0	14224800.0	23503500.0	12312500.0	19531500.0	24809100.0	7149220.0	17748000.0	10099400.0	5480360.0	15294900.0	11510000.0	5544380.0
Q96HY6	60858700.0	151000000.0	74559000.0	66819500.0	64062000.0	55001000.0	51038900.0	37710400.0	39823800.0	50330500.0	82408000.0	49260500.0	121563000.0	69135000.0	48370500.0	61688000.0	99223400.0	99370100.0	85366500.0	85822800.0
Q96HY7	750604000.0	150969000.0	114770000.0	79062900.0	128178000.0	115437000.0	606807000.0	359231000.0	663583000.0	908963000.0	105536000.0	996317000.0	1064210000.0	182535000.0	791792000.0	853709000.0	786220000.0	164460000.0	166934000.0	138035000.0
Q96I15	44998600.0	65181600.0	69072100.0	51091500.0	47260600.0	57751900.0	59687300.0	57095100.0	34116000.0	59548200.0	45701400.0	30554000.0	29920400.0	48892700.0	39212200.0	61128100.0	32326300.0	42696100.0	66791500.0	30431500.0
Q96I23							3976920.0								1712260.0		1265900.0			
Q96I24	114959000.0	778209000.0	376913000.0	349698000.0	179867000.0	213904000.0	132495000.0	105579000.0	78121600.0	35766200.0	217990000.0	115775000.0	34072400.0	152272000.0	168354000.0	116581000.0	111525000.0	177063000.0	462276000.0	514845000.0
Q96I25	42566600.0	9834980.0	8634180.0	17612700.0	7817690.0	57900700.0	19656900.0	32798400.0	51884700.0	107407000.0	54542600.0	148868000.0	39822400.0	37453700.0	28507100.0	61526900.0	73026800.0	26835000.0	78431100.0	16436500.0
Q96I34	3191260.0		840271.0	11725200.0	6354280.0	13303300.0	1825970.0	2722310.0	2585180.0	3335070.0	13772200.0	2996730.0	3825870.0	9341200.0	3769730.0	876514.0	3359080.0	12202100.0	7819120.0	1268780.0
Q96I36	36862800.0	15586900.0	11449800.0	12283600.0	14492300.0	22760300.0	19348100.0	27597400.0	23907700.0	19589400.0	6489660.0	15943900.0	17571400.0	14055500.0	33988700.0	22536400.0	21356100.0	7415600.0	11260400.0	12971300.0
Q96I45	3070960.0	1270750.0	3780470.0	1947400.0	1026170.0	7041950.0	6924720.0	11103100.0	3648740.0	402164.0	8761820.0		2960390.0	2393900.0	5810170.0	2843640.0		2105750.0	2184060.0	18276.6
Q96I51	14942900.0	7757210.0	63142200.0	110609000.0	44300500.0	171460000.0	11007600.0	8363680.0	9240710.0	14470200.0	162266000.0	12915500.0	8786220.0	55860300.0	10726900.0	8261490.0	5550680.0	119627000.0	60125600.0	51445000.0
Q96I59	14366900.0	62796000.0	129566000.0	37440300.0	50673500.0	53320100.0	10228000.0	34663100.0	21041000.0	33532400.0	22059300.0	23243300.0	19129500.0	39918900.0	31932400.0	23287900.0	69289000.0	45263900.0	55731900.0	35805300.0
Q96I99	535148000.0	696445000.0	510771000.0	636159000.0	699473000.0	466699000.0	646470000.0	804166000.0	440632000.0	792395000.0	733687000.0	431918000.0	592518000.0	794042000.0	719031000.0	545835000.0	412118000.0	445483000.0	841524000.0	918907000.0
Q96IF1	438869.0	882965.0	12126.3	916912.0	23180800.0	23119700.0	550792.0	134644000.0	673743.0	773438.0	472777.0	824372.0		89779.0			6317.39	19509000.0	2503320.0	446853.0
Q96IG2	6185660.0	11478500.0	18029000.0	23642300.0	11191700.0	17162800.0	11612800.0	3103320.0	9121620.0	7682140.0	18386000.0	10629700.0	22734800.0	11140900.0	12637000.0	4689750.0	4191670.0	8353090.0	13619600.0	12053100.0
Q96II8	12259000.0	2887500.0	5045900.0	9587620.0	5772030.0	9196690.0	4687010.0	12933400.0	19184100.0	27908800.0	7623530.0	8950770.0	11381500.0	25725400.0	99235100.0	9207090.0	7417440.0	4765980.0	13966400.0	8126350.0
Q96IJ6	116190000.0	67333000.0	103484000.0	59921800.0	170597000.0	75345600.0	278397000.0	112588000.0	500240000.0	350873000.0	123270000.0	303874000.0	230482000.0	153983000.0	206509000.0	197388000.0	194071000.0	53692400.0	117182000.0	186220000.0
Q96IK0	3739410.0	751092.0	973095.0	29592800.0	748004.0		4844030.0	5471370.0	1159290.0	4939230.0	4838210.0	3729790.0	4545390.0	1252080.0	2905250.0	2438460.0	2475490.0	7393160.0		1350440.0
Q96IK1		382248.0				1199340.0		8572.96				533735.0	11436.4	705793.0		368851.0		1227140.0	998001.0	
Q96IP4		232454.0										362538.0		178053.0					180137.0	13809.4
Q96IQ9	259786.0	21615.3		12967.5	8089.41	605767.0				3193850.0	2195130.0	3508850.0	435133.0	2177750.0	11461.9	4471900.0	706302.0	384473.0	349009.0	
Q96IU2	5076.45		8411530.0	12373.3	56117400.0		1820630.0		430147.0	23535000.0	70880100.0	2963910.0	834983.0	584758000.0	1204000.0	1838340.0	335452.0			431166000.0
Q96IU4	639089000.0	854189000.0	947206000.0	608765000.0	688967000.0	591368000.0	871814000.0	341442000.0	701204000.0	918233000.0	878468000.0	791128000.0	650766000.0	776181000.0	330916000.0	981241000.0	691334000.0	672330000.0	687143000.0	457106000.0
Q96IV0	30260900.0	12489400.0	19520100.0	46724700.0	17249400.0	17991300.0	164641000.0	66237600.0	26349700.0	2140920.0	13934400.0	33151900.0	52953600.0	11687000.0	91096500.0	63269700.0	62901500.0	29000800.0	13434500.0	8152730.0
Q96IW2	9827.4																			
Q96IW7	6396500.0	306564000.0	192278000.0	266958000.0	106470000.0	174516000.0	4858780.0	5055460.0	55832300.0	4099690.0	136941000.0	4571330.0	4137960.0	112160000.0	8264830.0	5059810.0	2342550.0	221671000.0	283030000.0	205627000.0
Q96IX5	535281000.0	337155000.0	308616000.0	334165000.0	263297000.0	266921000.0	562302000.0	531405000.0	523292000.0	514025000.0	378014000.0	348979000.0	451484000.0	369774000.0	491448000.0	391843000.0	414557000.0	324062000.0	405720000.0	352795000.0
Q96IY1	17399.2	8349.17	15946.6	8298.53		167344.0		5482.8	16141.3		11558100.0	723811.0		2496010.0	360745.0	10007.2	7161.0	373450.0	391725.0	14671.2
Q96IY4	175928000.0	408942000.0	38287800.0	231833000.0	551968000.0	194764000.0	751816000.0	150000000.0	1877950000.0	419933000.0	181269000.0	723505000.0	699022000.0	41638500.0	561515000.0	219521000.0	842276000.0	325126000.0	457787000.0	262540000.0
Q96IZ0	10572300.0	20826700.0	9690400.0	26290000.0	11181600.0	25311400.0	11341700.0	12009400.0	6630000.0	10470900.0	12123500.0	6928960.0	7147370.0	19157500.0	7115610.0	7424230.0	8730660.0	181236000.0	21896300.0	91113200.0
Q96IZ6		191505000.0												365046000.0						
Q96IZ7	1449600.0	27307.7	29360800.0	9734360.0	21941700.0	23768100.0	3649450.0	1140480.0	498323.0	63620400.0	17291800.0	20113300.0	3830360.0	16635100.0	8986490.0	1021380.0	24278.8	39376100.0	39570500.0	36821700.0
Q96J01	9065330.0	89575900.0	46859000.0	16985400.0	5656470.0	18213300.0	32497200.0	14882700.0	36083600.0	24696600.0	93745800.0	374890000.0	49705900.0	8839660.0	768496000.0	6189470.0	231571000.0	127335000.0	60341700.0	19062900.0
Q96J02	21112300.0	654569000.0	514864000.0	60140600.0	330349000.0	389390000.0	58306300.0	23978600.0	105404000.0	32684400.0	403234000.0	43970400.0	136683000.0	176747000.0	48950100.0	85904100.0	152020000.0	409663000.0	343678000.0	789059000.0
Q96J42	8429110.0	3171630.0	6478030.0	3071700.0	3050140.0	3876960.0	11665100.0	29244700.0	7170000.0	9726680.0	5276900.0	7721730.0	6314920.0	4806690.0	5002870.0	7812960.0	6964740.0	3992340.0	6857800.0	2591390.0
Q96J84	572558.0	772432.0	6469.23	13256.3		5795080.0		204395.0	520468.0	310809.0	10818.1	341527.0	873229.0	289435.0	2599780.0	14144.1	10152.0	88870600.0	9320.67	11821.0
Q96J88																			31876000.0	
Q96JA1	1405070.0	1492720.0	15766.6			6429.68		54573.3	45641.7		4909.11	6360870.0	1381130.0	653863.0	222122.0	2513790.0			1464550.0	
Q96JB2	58087200.0	58092800.0	41444100.0	37005100.0	49494800.0	62778100.0	23557700.0	28770000.0	15395100.0	28993000.0	31979400.0	26169500.0	25622300.0	36372600.0	45780500.0	17991600.0	31552400.0	17410000.0	26584700.0	68166900.0
Q96JB5	70489100.0	48593000.0	45147000.0	47246100.0	47290900.0	61959700.0	91086400.0	33221300.0	128087000.0	267164000.0	42622200.0	130777000.0	199059000.0	54249500.0	44067200.0	336650000.0	55156800.0	41829600.0	60426500.0	54121300.0
Q96JC1	19854200.0	53496200.0	18646000.0	17281500.0	41163200.0	27989000.0	43747200.0	29919800.0	20252800.0	25841100.0	10069900.0	22729100.0	3054240.0	12364300.0	37578700.0	22618800.0	41754000.0	49592700.0	35441000.0	9777390.0
Q96JC9		239897.0	29889.5			18022800.0					21276.5	1071950.0		26233.3			5199.16			
Q96JE7	320355000.0	159099000.0	71930800.0	167471000.0	111764000.0	104112000.0	338176000.0	296653000.0	155858000.0	270821000.0	278458000.0	340211000.0	498505000.0	158313000.0	305642000.0	396600000.0	159884000.0	92091700.0	81541800.0	89041800.0
Q96JE9						15368.5						845830.0						39296.3		
Q96JG6	17148700.0	5677560.0	5950710.0	5503250.0	19158700.0	8012210.0	25375600.0	14363500.0	21672800.0	13552300.0	6932420.0	18497300.0	29626500.0	6278840.0	65256200.0	39789100.0	10399800.0	8500030.0	44458400.0	7407250.0
Q96JH7	10455500.0	78771900.0	56232600.0	65180300.0	73896000.0	66210700.0	311160000.0	23539000.0	1703810000.0	61959800.0	32339900.0	401458000.0	286365000.0	73079500.0	76566100.0	46654800.0	600269000.0	43843900.0	42446100.0	41671400.0
Q96JI7	7680700.0	4100930.0	10015900.0	9226380.0	12923500.0	11787900.0	10918500.0	4770150.0	8609680.0	7550440.0	12027800.0	3024120.0	12837800.0	16728600.0	8912590.0	19516900.0	5768070.0	22454400.0	5586260.0	6126580.0
Q96JJ3	193475000.0	10408600.0	7012110.0	3127220.0	5520450.0	7483390.0	170174000.0	28736000.0	5570770.0	278144000.0	7144790.0	61867400.0	9552290.0	3045910.0	107928000.0	52067900.0	100194000.0	3709580.0	5577970.0	3391940.0
Q96JJ7	17188400.0	9537270.0	10713700.0	24524700.0	29255200.0	26183400.0	23132200.0	18015500.0	13980700.0	11769100.0	28554600.0	5872080.0	13873600.0	24899200.0	11420400.0	14466300.0	8192770.0	15935200.0	31632700.0	17445200.0
Q96JK2	2474160.0	21769000.0	8571200.0	17756700.0	3717510.0	78486100.0	34538700.0	2162940.0	2216370.0	1453110.0	4009130.0	24375900.0	2874500.0	7937930.0	678419.0	962207.0	1933160.0	2486290.0	5039810.0	2542710.0
Q96JL9					683328.0															
Q96JM3	7495550.0	12445500.0	62461500.0	28245900.0	32551300.0	28939800.0	10868700.0	2955960.0	8605580.0	16260800.0	5374950.0	11494400.0	10690500.0	36114300.0	18329800.0	5222650.0	26275100.0	9466390.0	58067900.0	28378400.0
Q96JM7	2330620.0		1704980.0				1810460.0				377830.0		5836750.0	197970.0	6264720.0	260222.0			649246.0	78962.2
Q96JN0																		4265.06		
Q96JN8	9842.51	1101870.0	3223200.0	1539880.0				2277290.0									263636.0	329797.0	7459620.0	2110100.0
Q96JP0;Q9BSK4				632670.0	1615080.0															
Q96JP2		1851940.0	2588760.0			21635300.0	587055.0	4024340.0				18540300.0	1330950.0	7880470.0			653978.0	18430900.0	3011390.0	
Q96JP5	4038900.0	11142200.0	7997730.0		3526660.0	9207080.0		1417140.0	1109960.0		8520880.0	2904360.0	3913390.0	9634960.0	1737920.0	3495840.0		4303760.0	8061260.0	3646580.0
Q96JQ0						28126400.0														
Q96JQ2	353856000.0	54282700.0	75257000.0	130740000.0	126601000.0	80434900.0	174798000.0	189424000.0	64878100.0	212178000.0	93358900.0	205872000.0	154438000.0	93596200.0	371239000.0	185024000.0	319897000.0	90551700.0	158492000.0	116604000.0
Q96JT2	7351.15																			
Q96JW4	11102900.0	11040.5	5611.98			298693.0	7313.54	6798.45			6793.73		263221.0	18867.9	5652.81		2843.61	6517.86	28855.9	305669.0
Q96JX3	2616530.0	11388100.0	643060.0	1376220.0	2134730.0	5668480.0	11371400.0	545249000.0	489666.0	3789750.0	2839460.0	3113870.0	2582560.0	55470600.0	6014380.0	6918010.0	3382190.0	320312.0	21663600.0	30674700.0
Q96JY6	213720000.0	693580000.0	552968000.0	451978000.0	552858000.0	699949000.0	498864000.0	809931000.0	65352400.0	27766600.0	990258000.0	36963500.0	44348600.0	962549000.0	250138000.0	31941000.0	119131000.0	849924000.0	1364430000.0	911515000.0
Q96K17	34056200.0	28410700.0	31816700.0	27869400.0	29703200.0	52042400.0	34996300.0	44732700.0	30184800.0	27876100.0	22967500.0	22439000.0	21408600.0	44399200.0	27143900.0	30427800.0	30289400.0	44618900.0	34363400.0	28698400.0
